"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"738","nike-revolution-sneaker-anthracite-purple-blackened","ok","impressive","these are nice looking trainers but these are not decent quality like others very stiff and very cheap feeling",2024-01-03,5,"verified purchase"
"739","nike-revolution-sneaker-anthracite-purple-blackened","tenis nike ","muy bellos  a mis nias le encantaron ","bellos  me encantan tal cual est en la imagen",2024-01-06,3,"verified purchase"
"740","nike-revolution-sneaker-anthracite-purple-blackened","small","muy bellos  a mis nias le encantaron ","these shoes are smaller than any other shoe i have bought on amazon too small to wear  they didnt come in a nike box may not be genuine nike shoes",2024-01-11,5,"verified purchase"
"741","nike-revolution-sneaker-anthracite-purple-blackened","great shoe at a great price","mmmiller","shoes were delivered quickly and at a reasonable price",2023-10-21,4,"verified purchase"
"742","nike-revolution-sneaker-anthracite-purple-blackened","second time ive bought these","danielle d smith","these are always the right size and fit",2023-12-28,4,"verified purchase"
"743","nike-revolution-sneaker-anthracite-purple-blackened","very good","kristyna","absolutely fine fast delivery i am happy with then",2023-09-12,5,"verified purchase"
"744","nike-revolution-sneaker-anthracite-purple-blackened","true to size","arturo medina","great fit",2023-10-26,5,"verified purchase"
"745","nike-revolution-sneaker-anthracite-purple-blackened","great price","m garhart","great shoe for walking at a price that beats the local retail stores",2023-09-30,5,"verified purchase"
"746","nike-revolution-sneaker-anthracite-purple-blackened","molto pratiche","angelo scappini","comode leggere pratiche il prezzo  molto conveniente",2023-10-07,5,"verified purchase"
"747","nike-revolution-sneaker-anthracite-purple-blackened","good shoes","a sai pradeep","good quality comfort",2023-09-13,5,"verified purchase"
"748","nike-revolution-sneaker-anthracite-purple-blackened","la qualita","massimo s","tutto ok grazie",2023-08-28,5,"verified purchase"
"749","nike-revolution-sneaker-anthracite-purple-blackened","worst experience","gaurav","damaged within a month worst experiencedont but bro",2023-12-24,5,"verified purchase"
"750","nike-revolution-sneaker-anthracite-purple-blackened","great shoes","terry e","the shoes are great best shoes ive had in years so comfortable",2023-06-20,1,"verified purchase"
"751","nike-track-white-midnight-silver","nike defy all day sneaker uomo","marco paolini","ottimo calza perfettamente e comodo come sempre molto soddisfatto",2022-12-17,4,"verified purchase"
"752","nike-track-white-midnight-silver","ottimo aquisto lo consiglio ","roberto murgia","the media could not be loaded                                                                        ciao  consegna puntuale  prodotto ottimo e perfetto  inviato in perfette condizioni  scarpe ottime  sia come qualit che come prezzo lo consiglio vivamente al  grazie amazon e venditore  affidabile serio ",2023-12-30,5,"verified purchase"
"753","nike-track-white-midnight-silver","ottime scarpe","roberto murgia","sono veramente ottime e calzano in maniera perfetta",2023-06-04,5,"verified purchase"
"754","nike-track-white-midnight-silver","misura spesso introvabile ottima qualita e prezzo","iaiaio","qualita e prezzo ottimi",2022-10-16,5,"verified purchase"
"755","nike-track-white-midnight-silver","son cmodos  no pesan  buena calidad","marco panzacchi","estn muy bien relacin calidad precio",2024-01-27,5,"verified purchase"
"756","nike-track-white-midnight-silver","confort et amorti incomparables ","luis","chaussures polyvalentes au confort et  lamorti incomparables les nike defy all day aux coloris classiques conviennent plus particulirement aux pieds larges prsentant un fort coup de pied leur rapport qualit  prix nest pas non plus  ngliger un excellent produit",2023-09-03,5,"verified purchase"
"757","nike-track-white-midnight-silver","comfy trainers","karim guettab","comfortable trainers fits well use for more every day use as opposed to in the gym which i have nike air ones for thatps dont bother with the joke ",2023-12-27,5,"verified purchase"
"758","nike-track-white-midnight-silver","scarpe nike","w w dug","ottime",2023-12-02,5,"verified purchase"
"759","nike-track-white-midnight-silver","non comode come le altre nike","gianpaolo","a differenza di tutte le altre scarpe nike che ho acquistato queste sono un po scomode forse la tomaia  un po troppo rigida e si adatta peggio al piedele sto utilizzando da alcune settimane e hanno iniziato a cigolare in modo chiaramente udibile nella scarpa destra quando faccio il passo e questo mi infastidisce un po sembra un problema nella suolanel complesso sono comunque scarpe fatte bene e belle da vedere molto probabilmente ho preso un paio con un difetto",2024-02-05,5,"verified purchase"
"760","nike-track-white-midnight-silver","belle e comode","francesco g","belle anche pi che in foto comode buone finiture e taglia rispettatala robustezza  da valutare nel tempo cmq i materiali sembrano buonial momento assolutamente consigliate",2023-12-10,5,"verified purchase"
"761","nike-track-white-midnight-silver","ottimo qualit prezzo","mario ricci","buono per il prezzo ed essendo naike sono soddisfacenti",2023-12-15,4,"verified purchase"
"762","nike-track-white-midnight-silver","basket","degeorges david","bon produit prix trs intressant nickel",2024-01-29,4,"verified purchase"
"763","nike-track-white-midnight-silver","scarpe perfette","salvatore castiglia","le scarpe sono belle comode e di ottima fatturaarrivate con la loro confezione integra consiglio vivamente",2022-10-30,5,"verified purchase"
"764","nike-track-white-midnight-silver","belle","luca nobile","esteticamente belle e comode ed un buon rapporto qualit prezzo",2022-11-01,5,"verified purchase"
"765","nike-track-white-midnight-silver","ottime","gianni b","morbide e confortevoli prendere almeno una misura in pi perch calzano piccole",2022-11-01,4,"verified purchase"
"766","nike-track-white-midnight-silver","nike defy all day","cliente amazon","comoda e resistente",2023-08-02,5,"verified purchase"
"767","nike-track-white-midnight-silver","nike defy all day","davide","la scarpa  comoda si indossa molto bene",2023-06-29,5,"verified purchase"
"768","nike-track-white-midnight-silver","fantsticas","paula","las compr para un regalo y han encantado muy buen precio y muy cmodasbuscaba algo en este color y que no fuesen de mala calidad pero nike nunca falla en ese aspecto totalmente recomendables",2024-01-17,4,"verified purchase"
"769","nike-track-white-midnight-silver","belli","cliente amazon","the media could not be loaded                                                                        le scarpe sono belli e comodi come in prescizione sono soddisfatto",2023-08-20,5,"verified purchase"
"770","nike-track-white-midnight-silver","nike le migliori","vincenzo pignetti","bellissimeottima qualitprezzo sembrano pi costose",2024-01-04,5,"verified purchase"
"771","nike-track-white-midnight-silver","petit","van s","attention trs sympa mais taille petit",2023-09-10,4,"verified purchase"
"772","nike-track-white-midnight-silver","mangelnde qualitt nach kurzer tragezeit","maria","auf den ersten blick ein ganz toller und auch leichter schuh nach ca  bis  wochen fingen die schuhe an zu quietschen nach  wochen fing das leder an sich vorne am schuh abzulsenschuhe werden zurckgegeben ich habe etwas anderes erwartet von einem markenschuh",2023-10-14,3,"verified purchase"
"773","nike-track-white-midnight-silver","bellezza e comodit","alessioemme","quelle che cercavodiverse da un colore scuro",2023-12-13,3,"verified purchase"
"774","nike-track-white-midnight-silver","molto comode","mark ","comodeleggere spedizione veloceprezzo ragionevole",2023-08-29,5,"verified purchase"
"775","nike-track-white-midnight-silver","belle","nicola","ottime bella fatturale consiglio  personale restituite per prendere un numero pi grandepero molto tecnico",2022-12-26,5,"verified purchase"
"776","nike-track-white-midnight-silver","sportschuhe","wilfried hamatschek","gute passform sehr angenehm zu tragen moderner schnersportschuh",2023-12-18,5,"verified purchase"
"777","nike-track-white-midnight-silver","comode","carla"," il secondo paio che compro per mio padre comode e a pianta larga",2023-12-06,5,"verified purchase"
"778","nike-track-white-midnight-silver","comodidad","oscar","buenas zapatillas bonitas y muy comodas perfecto",2024-02-02,5,"verified purchase"
"779","nike-track-white-midnight-silver","non valido","alessandra r","prodotto in immagine splendido ma dal vivo scarsosi sporca in modo eccezionale e non si pulisce beneinterno decente",2023-11-17,5,"verified purchase"
"780","nike-track-white-midnight-silver","quality poor","chanchal","poor quality",2023-12-19,1,"verified purchase"
"781","nike-track-white-midnight-silver","buen diseo esttico pero horma demasiado estrecha","j","horma muy estrecha crees que se va a ensanchar con el uso yo solo he aguantado unos pocos das usndolos a lo mejor hay que insistir mas pero directamente me dolan los dedos o usando un ensanchador de zapatos pero te acabas dando cuenta que la estrechez en la zona de los dedos no tiene solucin incluso abriendo mucho la zona de los cordones sientes que te aprietan mucho los cordones de  cm se quedan muy justos y tuve que poner unos de  cm creo que es un error de diseo del zapato sobre todo en la parte delantera que debera ser ms ancha y la zona de los cordones que es demasiado acolchada por lo dems el diseo est bien aunque en las fotos no se ve bien el lateral interior donde el logo grande es de tela y no de cuero como el lado exterior las plantillas son gruesas y parecen de calidad y supongo que las podr usar para otros zapatos  seguir buscando",2023-08-05,4,"verified purchase"
"782","nike-track-white-midnight-silver","comode","luciano","scarpe comode e calzano bene",2023-05-24,1,"verified purchase"
"783","nike-track-white-midnight-silver","ottimo prodotto","mirko perticaroli","le scarpe sono molto belle e molto comode le utilizzo sia per correre sia per una semplice camminata e mi trovo molto bene",2023-05-30,5,"verified purchase"
"784","nike-track-white-midnight-silver","estn bien","manuel bermudez","estn bien pero unas que me compr anterior mente de la misma marca eran mas cmodas y pesaba menos  y adems ms barata",2024-02-06,5,"verified purchase"
"785","nike-track-white-midnight-silver","comodisimas","mariano alcazar","perfectas cmodas a buen precio",2024-02-09,4,"verified purchase"
"786","nike-track-white-midnight-silver","zapatillas de chico","ana b","zapatillas de chicoson muy chulas y tallan bien",2024-02-02,5,"verified purchase"
"787","nike-track-white-midnight-silver","idealnie","gaewski","poprzednie wytrzymao  roku",2024-02-05,5,"verified purchase"
"788","nike-track-white-midnight-silver","una buena oferta","juan carlos sastre varas","ha sido un regalo",2024-01-04,5,"verified purchase"
"789","nike-track-white-midnight-silver","super","amazon customer","excelente",2024-01-05,5,"verified purchase"
"790","nike-track-white-midnight-silver","topp","amazon kunde","topp",2023-12-12,5,"verified purchase"
"791","nike-track-white-midnight-silver","la calidad","aj","son perfectas guapas y muy cmodaslleva meses en deportes diferentes y siguen impecableslas lavo en lavadora y an as se mantiene su calidad",2023-12-01,4,"verified purchase"
"792","nike-track-white-midnight-silver","nike herren defy all day sneaker","rangnau olga ","bin zufrieden ",2023-12-24,5,"verified purchase"
"793","nike-track-white-midnight-silver","trs confortable","maguerez annick","trs beau",2023-12-09,5,"verified purchase"
"794","nike-track-white-midnight-silver","solide ","david","super basket  excellente qualit vraiment solide  et confortable  jen rachterai sans aucun doute ",2023-11-09,5,"verified purchase"
"795","nike-track-white-midnight-silver","buen producto","cliente amazon","repito modelo me gusta viajar y caminar cuando lo hago permite moverse cuando hace calor y si no llueve mucho tambin protegen pues el cuero transpira y a la vez protege",2023-10-05,5,"verified purchase"
"796","nike-track-white-midnight-silver","happy","scott sanders","the right shoe hurts my little toe and i have never had a shoe fitment problem",2023-06-26,5,"verified purchase"
"797","nike-track-white-midnight-silver","top","ralf endres","klasse schuh sehr bequem und sieht spitze aus",2023-11-01,4,"verified purchase"
"798","nike-track-white-midnight-silver","nike","didi","wie immer passgenau sehr bequemer turnschuh wrde ich immer wieder kaufen",2023-10-25,5,"verified purchase"
"799","nike-track-white-midnight-silver","looking smart","mike","good rit",2023-10-01,5,"verified purchase"
"800","nike-track-white-midnight-silver","jai bien reu votre  article merci beaucoup","philippe faraus","jai bien reu votre article merci beaucoup bonne soir",2023-09-11,5,"verified purchase"
"801","nike-court-vision-nature-trainers","belle","anna","belle ma piccolo per mio figlio",2023-06-03,4,"verified purchase"
"802","nike-court-vision-nature-trainers","scarpe nike alte bianche","monica","scarpe ottime per ordinate sempre mezzo numero in meno io x mio figlio ho preso il suo solito numero   risultato un poco grande",2023-04-12,4,"verified purchase"
